Athlete ID,Name,Gender,Type,Country Code,Country Name,Native Language,Event Type,Event Name,Date of Birth,,,Medal ID,Medal Type,Medal Rank,Event Date,Opponent Name,,Game,,,,,Start Time,End Time,,,,Venue,Stadium
1538379,MARTINEZ Lucas,Male,Athlete,ARG,Argentina,Argentina,['Hockey'],['Men'],17/11/1993,,,1895700,Bronze Medal,3,2/8/2024,Romain MAHIEU,,Cycling BMX Racing,,,,,2024-07-27T19:00:00+02:00,2024-07-27T19:25:00+02:00,,,,Grand Palais,Grand Palais - Podium Piste
1538380,MARTINS Tobias,Male,Athlete,ARG,Argentina,Argentina,['Hockey'],['Men'],14/07/1998,,,1940127,Gold Medal,1,2/8/2024,Saya SAKAKIBARA,,Cycling BMX Racing,,,,,2024-07-27T19:00:00+02:00,2024-07-27T20:45:00+02:00,,,,Marseille Stadium,"Marseille Stadium, Marseille"
1538386,JAVER Mahsa,Female,Athlete,IRI,IR Iran,IR Iran,['Rowing'],"[""Lightweight Women's Double Sculls""]",12/5/1994,,,1969181,Silver Medal,2,2/8/2024,Manon VEENSTRA,,Cycling BMX Racing,,,,,2024-07-27T19:00:00+02:00,2024-07-27T20:45:00+02:00,,,,Parc des Princes,"Parc des Princes, Paris"
1538396,NOROUZI TAZEH KAND Zeinab,Female,Athlete,IRI,IR Iran,IR Iran,['Rowing'],"[""Lightweight Women's Double Sculls""]",1/1/2000,,,1976480,Bronze Medal,3,2/8/2024,Zoe CLAESSENS,,Cycling BMX Racing,,,,,2024-07-27T19:00:00+02:00,2024-07-27T20:30:00+02:00,,,,South Paris Arena 6,South Paris Arena 6
1538415,BEYRANVAND Mohammad,Male,Athlete,IRI,IR Iran,IR Iran,['Shooting'],['Trap Men'],25/08/2008,,,DIVM3MTEAM2-CHN01,Gold Medal,1,2/8/2024,China,,Diving,,,,,2024-07-27T19:00:00+02:00,2024-07-27T19:16:00+02:00,,,,Stade de France,Stade de France
1538421,ROSTAMIYAN Haniyeh,Female,Athlete,IRI,IR Iran,IR Iran,['Shooting'],"['10m Air Pistol Women', '25m Pistol Women']",11/9/1998,,,DIVM3MTEAM2-MEX01,Silver Medal,2,2/8/2024,Mexico,,Diving,,,,,2024-07-27T19:00:00+02:00,2024-07-27T19:30:00+02:00,,,,"Teahupo'o, Tahiti","Teahupo'o, Tahiti"
1538436,AMINI POZVEH Fatemeh,Female,Athlete,IRI,IR Iran,IR Iran,['Shooting'],['10m Air Rifle Women'],5/10/2000,,,DIVM3MTEAM2-GBR01,Bronze Medal,3,2/8/2024,Great Britain,,Diving,,,,,2024-07-27T19:00:00+02:00,2024-07-27T20:30:00+02:00,,,,Roland-Garros Stadium,Roland-Garros - Court Philippe-Chatrier
1538442,CHEHEL AMIRANI Shermineh,Female,Athlete,IRI,IR Iran,IR Iran,['Shooting'],['10m Air Rifle Women'],20/06/1999,,,EQUOJUMPTEAMGBR01,Gold Medal,1,2/8/2024,Great Britain,,Equestrian,,,,,2024-07-27T19:00:00+02:00,2024-07-27T22:00:00+02:00,,,,Roland-Garros Stadium,Roland-Garros - Court Philippe-Chatrier
1538449,AMAISTROAIE Madalina,Female,Athlete,ROU,Romania,Romania,['Archery'],"[""Women's Individual""]",9/12/2002,,,EQUOJUMPTEAMUSA01,Silver Medal,2,2/8/2024,United States,,Equestrian,,,,,2024-07-27T19:25:00+02:00,2024-07-27T19:50:00+02:00,,,,Grand Palais,Grand Palais - Podium Piste
1538482,BOUZIDI Carole Diana,Female,Athlete,ALG,Algeria,Algeria,['Canoe Slalom'],"[""Women's Kayak Single"", ""Women's Kayak Cross""]",25/06/1985,,,EQUOJUMPTEAMFRA01,Bronze Medal,3,2/8/2024,France,,Equestrian,,,,,2024-07-27T19:30:00+02:00,2024-07-27T20:10:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 1
1538488,GERBEKOV Askerbii,Male,Athlete,BRN,Bahrain,Bahrain,['Judo'],['Men -81 kg'],1/6/1996,,,FENMTEAMEPEEHUN01,Gold Medal,1,2/8/2024,Hungary,,Fencing,,,,,2024-07-27T19:30:00+02:00,2024-07-27T20:10:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 2
1538504,CISSE Arthur,Male,Athlete,CIV,C̫te d'Ivoire,C̫te d'Ivoire,['Athletics'],"[""Men's 100m""]",29/12/1996,,,FENMTEAMEPEEJPN01,Silver Medal,2,2/8/2024,Japan,,Fencing,,,,,2024-07-27T19:30:00+02:00,2024-07-27T20:10:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 3
1538505,KONE Maboundou,Female,Athlete,CIV,C̫te d'Ivoire,C̫te d'Ivoire,['Athletics'],"[""Women's 100m"", ""Women's 200m"", ""Women's 4 x 100m Relay""]",16/05/1997,,,FENMTEAMEPEECZE01,Bronze Medal,3,2/8/2024,Czechia,,Fencing,,,,,2024-07-27T19:36:00+02:00,2024-07-27T20:06:00+02:00,,,,"Teahupo'o, Tahiti","Teahupo'o, Tahiti"
1538622,NURMATOV Shakhzod,Male,Athlete,UZB,Uzbekistan,Uzbekistan,['Rowing'],"[""Lightweight Men's Double Sculls""]",7/4/1999,,,1891323,Gold Medal,1,2/8/2024,Teddy RINER,,Judo,,,,,2024-07-27T19:45:00+02:00,2024-07-27T21:15:00+02:00,,,,Yves-du-Manoir Stadium,Yves-du-Manoir Stadium - Pitch 1
1538627,PRAKATEN Anna,Female,Athlete,UZB,Uzbekistan,Uzbekistan,['Rowing'],"[""Women's Single Sculls""]",6/9/1992,,,1928072,Silver Medal,2,2/8/2024,KIM Minjong,,Judo,,,,,2024-07-27T19:45:00+02:00,2024-07-27T20:01:00+02:00,,,,Stade de France,Stade de France
1538632,SAFAROLIYEV Sobirjon,Male,Athlete,UZB,Uzbekistan,Uzbekistan,['Rowing'],"[""Lightweight Men's Double Sculls""]",2/5/2002,,,1567512,Bronze Medal,3,2/8/2024,Temur RAKHIMOV,,Judo,,,,,2024-07-27T19:50:00+02:00,2024-07-27T20:15:00+02:00,,,,Grand Palais,Grand Palais - Podium Piste
1538648,OLFATI Mahdi,Male,Athlete,IRI,IR Iran,IR Iran,['Artistic Gymnastics'],"['Men', ""Men's Vault""]",6/3/2001,,,1566931,Bronze Medal,3,2/8/2024,Alisher YUSUPOV,,Judo,,,,,2024-07-27T20:00:00+02:00,2024-07-27T22:33:00+02:00,,,,Bercy Arena,Bercy Arena
1538662,CHEN Jiexian Stephenie,Female,Athlete,SGP,Singapore,Singapore,['Canoe Sprint'],"[""Women's Kayak Single 500m""]",25/12/1991,,,1953777,Gold Medal,1,2/8/2024,Beatriz SOUZA,,Judo,,,,,2024-07-27T20:00:00+02:00,2024-07-27T20:11:00+02:00,,,,North Paris Arena,North Paris Arena
1538729,MAZZILLI Agustin,Male,Athlete,ARG,Argentina,Argentina,['Hockey'],['Men'],20/06/1989,,,1892796,Silver Medal,2,2/8/2024,Raz HERSHKO,,Judo,,,,,2024-07-27T20:00:00+02:00,2024-07-27T20:45:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 1
1538734,MONJA Federico,Male,Athlete,ARG,Argentina,Argentina,['Hockey'],['Men'],12/9/1993,,,1928070,Bronze Medal,3,2/8/2024,KIM Hayun,,Judo,,,,,2024-07-27T20:00:00+02:00,2024-07-27T20:45:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 2
1538737,REY Matias,Male,Athlete,ARG,Argentina,Argentina,['Hockey'],['Men'],1/12/1984,,,1891300,Bronze Medal,3,2/8/2024,Romane DICKO,,Judo,,,,,2024-07-27T20:00:00+02:00,2024-07-27T20:45:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 3
1538740,SANTIAGO Tomas,Male,Athlete,ARG,Argentina,Argentina,['Hockey'],['Men'],15/06/1992,,,ROWMSCULL2-LIRL01,Gold Medal,1,2/8/2024,Ireland,,Rowing,,,,,2024-07-27T20:00:00+02:00,2024-07-27T20:45:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 4
1538741,TARAZONA Santiago,Male,Athlete,ARG,Argentina,Argentina,['Hockey'],['Men'],31/05/1996,,,ROWMSCULL2-LITA01,Silver Medal,2,2/8/2024,Italy,,Rowing,,,,,2024-07-27T20:05:00+02:00,2024-07-27T21:30:00+02:00,,,,Aquatics Centre,Aquatics Centre
1538742,TOSCANI Lucas,Male,Athlete,ARG,Argentina,Argentina,['Hockey'],['Men'],22/09/1999,,,ROWMSCULL2-LGRE01,Bronze Medal,3,2/8/2024,Greece,,Rowing,,,,,2024-07-27T20:12:00+02:00,2024-07-27T20:42:00+02:00,,,,"Teahupo'o, Tahiti","Teahupo'o, Tahiti"
1538800,VERNICE Agustin,Male,Athlete,ARG,Argentina,Argentina,['Canoe Sprint'],"[""Men's Kayak Single 1000m""]",3/7/1995,,,ROWWSCULL2-LGBR01,Gold Medal,1,2/8/2024,Great Britain,,Rowing,,,,,2024-07-27T20:15:00+02:00,2024-07-27T20:40:00+02:00,,,,Grand Palais,Grand Palais - Podium Piste
1538830,BROWN Janeek,Female,Athlete,JAM,Jamaica,Jamaica,['Athletics'],"[""Women's 100m Hurdles""]",14/05/1998,,,ROWWSCULL2-LROU01,Silver Medal,2,2/8/2024,Romania,,Rowing,,,,,2024-07-27T20:15:00+02:00,2024-07-27T21:45:00+02:00,,,,Yves-du-Manoir Stadium,Yves-du-Manoir Stadium - Pitch 2
1538875,MOLINA Gonzalo Nahuel,Male,Athlete,ARG,Argentina,Argentina,['Cycling BMX Racing'],['Men'],5/5/1995,,,ROWWSCULL2-LGRE01,Bronze Medal,3,2/8/2024,Greece,,Rowing,,,,,2024-07-27T20:16:00+02:00,2024-07-27T20:27:00+02:00,,,,North Paris Arena,North Paris Arena
1538878,VILLEGAS Federico Emiliano,Male,Alternate Athlete,ARG,Argentina,Argentina,['Cycling BMX Racing'],['Men'],13/07/1994,,,ROWMNOCOX2--CRO01,Gold Medal,1,2/8/2024,Croatia,,Rowing,,,,,2024-07-27T20:20:00+02:00,2024-07-27T21:00:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 1
1538893,CAMERON Lloydricia,Female,Athlete,JAM,Jamaica,Jamaica,['Athletics'],"[""Women's Shot Put""]",8/4/1996,,,ROWMNOCOX2--GBR01,Silver Medal,2,2/8/2024,Great Britain,,Rowing,,,,,2024-07-27T20:20:00+02:00,2024-07-27T21:00:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 2
1538903,PERINCHIEF Jah-Nhai,Male,Athlete,BER,Bermuda,Great Britain,['Athletics'],"[""Men's Triple Jump""]",13/12/1997,,,ROWMNOCOX2--SUI01,Bronze Medal,3,2/8/2024,Switzerland,,Rowing,,,,,2024-07-27T20:20:00+02:00,2024-07-27T21:00:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 3
1538904,CLAYTON Rushell,Female,Athlete,JAM,Jamaica,Jamaica,['Athletics'],"[""Women's 400m Hurdles""]",18/10/1992,,,ROWWNOCOX2--NED01,Gold Medal,1,2/8/2024,Netherlands,,Rowing,,,,,2024-07-27T20:30:00+02:00,2024-07-27T20:42:00+02:00,,,,Paris La Defense Arena,Paris La Defense Arena
1538910,DUFFY Flora,Female,Athlete,BER,Bermuda,Great Britain,['Triathlon'],"[""Women's Individual""]",30/09/1987,,,ROWWNOCOX2--ROU01,Silver Medal,2,2/8/2024,Romania,,Rowing,,,,,2024-07-27T20:32:00+02:00,2024-07-27T20:43:00+02:00,,,,North Paris Arena,North Paris Arena
1538934,FIRFIRICA Alin Alexandru,Male,Athlete,ROU,Romania,Romania,['Athletics'],"[""Men's Discus Throw""]",3/11/1995,,,ROWWNOCOX2--AUS01,Bronze Medal,3,2/8/2024,Australia,,Rowing,,,,,2024-07-27T20:40:00+02:00,2024-07-27T21:05:00+02:00,,,,Grand Palais,Grand Palais - Podium Piste
1538935,GHELBER Bianca Florentina,Female,Athlete,ROU,Romania,Romania,['Athletics'],"[""Women's Hammer Throw""]",1/6/1990,,,SALM49ER----ESP01,Gold Medal,1,2/8/2024,BOTIN/TRITTEL,,Sailing,,,,,2024-07-27T20:42:00+02:00,2024-07-27T20:52:00+02:00,,,,Paris La Defense Arena,Paris La Defense Arena
1538937,ION Diana Ana Maria,Female,Athlete,ROU,Romania,Romania,['Athletics'],"[""Women's Triple Jump""]",27/11/2000,,,SALM49ER----NZL01,Silver Medal,2,2/8/2024,McHARDIE/McKENZIE,,Sailing,,,,,2024-07-27T20:45:00+02:00,2024-07-27T21:30:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 1
1538939,MELLY Joan Chelimo,Female,Athlete,ROU,Romania,Romania,['Athletics'],"[""Women's Marathon""]",10/11/1990,,,SALM49ER----USA01,Bronze Medal,3,2/8/2024,BARROWS/HENKEN,,Sailing,,,,,2024-07-27T20:45:00+02:00,2024-07-27T21:30:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 2
1538999,MERINGOR Delvine Relin,Female,Athlete,ROU,Romania,Romania,['Athletics'],"[""Women's Marathon""]",1/8/1992,,,SALW49ERFX--NED01,Gold Medal,1,2/8/2024,AANHOLT/DUETZ,,Sailing,,,,,2024-07-27T20:45:00+02:00,2024-07-27T21:30:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 3
1539000,MIKLOS Andrea,Female,Athlete,ROU,Romania,Romania,['Athletics'],"[""Women's 400m""]",17/04/1999,,,SALW49ERFX--SWE01,Silver Medal,2,2/8/2024,BOBECK/NETZLER,,Sailing,,,,,2024-07-27T20:45:00+02:00,2024-07-27T21:30:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 4
1539008,NOVAC Alexandru Mihaita,Male,Athlete,ROU,Romania,Romania,['Athletics'],"[""Men's Javelin Throw""]",24/03/1997,,,SALW49ERFX--FRA01,Bronze Medal,3,2/8/2024,STEYAERT/PICON,,Sailing,,,,,2024-07-27T20:48:00+02:00,2024-07-27T20:59:00+02:00,,,,North Paris Arena,North Paris Arena
1539114,PRANNOY H. S,Male,Athlete,IND,India,India,['Badminton'],"[""Men's Singles""]",17/07/1992,,,1977709,Gold Medal,1,2/8/2024,Chiara LEONE,,Shooting,,,,,2024-07-27T20:48:00+02:00,2024-07-27T21:18:00+02:00,,,,"Teahupo'o, Tahiti","Teahupo'o, Tahiti"
1539123,RANKIREDDY Satwiksairaj,Male,Athlete,IND,India,India,['Badminton'],"[""Men's Doubles""]",13/08/2000,,,1944373,Silver Medal,2,2/8/2024,Sagen MADDALENA,,Shooting,,,,,2024-07-27T20:52:00+02:00,2024-07-27T21:02:00+02:00,,,,Paris La Defense Arena,Paris La Defense Arena
1539125,SHETTY Chirag,Male,Athlete,IND,India,India,['Badminton'],"[""Men's Doubles""]",4/7/1997,,,1913972,Bronze Medal,3,2/8/2024,ZHANG Qiongyue,,Shooting,,,,,2024-07-27T21:00:00+02:00,2024-07-27T22:45:00+02:00,,,,Pierre Mauroy Stadium,Pierre Mauroy Stadium
1539131,BERTEMES Bob,Male,Athlete,LUX,Luxembourg,Luxembourg,['Athletics'],"[""Men's Shot Put""]",24/05/1993,,,1909294,Gold Medal,1,2/8/2024,Leon MARCHAND,,Swimming,,,,,2024-07-27T21:00:00+02:00,2024-07-27T22:45:00+02:00,,,,Nice Stadium,"Nice Stadium, Nice"
1539157,PUSARLA V. Sindhu,Female,Athlete,IND,India,India,['Badminton'],"[""Women's Singles""]",5/7/1995,,,1903621,Silver Medal,2,2/8/2024,Duncan SCOTT,,Swimming,,,,,2024-07-27T21:00:00+02:00,2024-07-27T22:45:00+02:00,,,,Bordeaux Stadium,"Bordeaux Stadium, Bordeaux"
1539180,AGARWALLA Anush,Male,Athlete,IND,India,India,['Equestrian'],['Dressage Individual'],23/11/1999,,,1945186,Bronze Medal,3,2/8/2024,WANG Shun,,Swimming,,,,,2024-07-27T21:00:00+02:00,2024-07-27T22:30:00+02:00,,,,South Paris Arena 6,South Paris Arena 6
1539183,CRASTO Tanisha,Female,Athlete,IND,India,India,['Badminton'],"[""Women's Doubles""]",5/5/2003,,,1946161,Gold Medal,1,2/8/2024,Cameron McEVOY,,Swimming,,,,,2024-07-27T21:00:00+02:00,2024-07-27T23:15:00+02:00,,,,South Paris Arena 1,South Paris Arena 1
1539188,PONNAPPA Ashwini,Female,Athlete,IND,India,India,['Badminton'],"[""Women's Doubles""]",18/09/1989,,,1903616,Silver Medal,2,2/8/2024,Benjamin PROUD,,Swimming,,,,,2024-07-27T21:04:00+02:00,2024-07-27T21:15:00+02:00,,,,North Paris Arena,North Paris Arena
1539303,ROTARU-KOTTMANN Alina,Female,Athlete,ROU,Romania,Romania,['Athletics'],"[""Women's Long Jump""]",5/6/1993,,,1909292,Bronze Medal,3,2/8/2024,Florent MANAUDOU,,Swimming,,,,,2024-07-27T21:05:00+02:00,2024-07-27T21:30:00+02:00,,,,Grand Palais,Grand Palais - Podium Piste
1539314,RUTTO Stella,Female,Athlete,ROU,Romania,Romania,['Athletics'],"[""Women's 3000m Steeplechase""]",16/12/1996,,,1946198,Gold Medal,1,2/8/2024,Kaylee McKEOWN,,Swimming,,,,,2024-07-27T21:10:00+02:00,2024-07-27T21:50:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 1
1539328,STANCIU Daniela,Female,Athlete,ROU,Romania,Romania,['Athletics'],"[""Women's High Jump""]",15/10/1987,,,1935984,Silver Medal,2,2/8/2024,Regan SMITH,,Swimming,,,,,2024-07-27T21:10:00+02:00,2024-07-27T21:50:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 2
1539340,TALOS Elena Andreea,Female,Athlete,ROU,Romania,Romania,['Athletics'],"[""Women's Triple Jump""]",24/02/1995,,,1967104,Bronze Medal,3,2/8/2024,Kylie MASSE,,Swimming,,,,,2024-07-27T21:10:00+02:00,2024-07-27T21:50:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 3
1539342,TOADER Andrei Rares,Male,Athlete,ROU,Romania,Romania,['Athletics'],"[""Men's Shot Put""]",26/05/1997,,,TENXDOUBLES-CZE01,Gold Medal,1,2/8/2024,SINIAKOVA/MACHAC,,Tennis,,,,,2024-07-27T21:12:00+02:00,2024-07-27T22:26:00+02:00,,,,Paris La Defense Arena,Paris La Defense Arena
1539412,GOMES Filipe,Male,Athlete,MAW,Malawi,Malawi,['Swimming'],"[""Men's 50m Freestyle""]",7/4/1997,,,TENXDOUBLES-CHN01,Silver Medal,2,2/8/2024,WANG/ZHANG,,Tennis,,,,,2024-07-27T21:20:00+02:00,2024-07-27T21:31:00+02:00,,,,North Paris Arena,North Paris Arena
1539497,OCAMPO Daiana,Female,Athlete,ARG,Argentina,Argentina,['Athletics'],"[""Women's Marathon""]",16/02/1991,,,TENXDOUBLES-CAN01,Bronze Medal,3,2/8/2024,DABROWSKI/AUGER-ALIAS,,Tennis,,,,,2024-07-27T21:24:00+02:00,2024-07-27T21:54:00+02:00,,,,"Teahupo'o, Tahiti","Teahupo'o, Tahiti"
1539505,ARCHIBALD Emanuel,Male,Athlete,GUY,Guyana,Guyana,['Athletics'],"[""Men's 100m""]",9/9/1994,,,1931815,Bronze Medal,3,2/8/2024,Iga SWIATEK,,Tennis,,,,,2024-07-27T21:30:00+02:00,2024-07-27T21:55:00+02:00,,,,Grand Palais,Grand Palais - Podium Piste
1539510,ABRAMS Aliyah,Female,Athlete,GUY,Guyana,United States,['Athletics'],"[""Women's 400m""]",3/4/1997,,,1937347,Gold Medal,1,2/8/2024,Ivan LITVINOVICH,,Trampoline Gymnastics,,,,,2024-07-27T21:30:00+02:00,2024-07-27T22:15:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 1
1539530,NOEL Raekwon Jibril,Male,Athlete,GUY,Guyana,United States,['Swimming'],"[""Men's 400m Freestyle""]",21/12/2005,,,1918790,Silver Medal,2,2/8/2024,WANG Zisai,,Trampoline Gymnastics,,,,,2024-07-27T21:30:00+02:00,2024-07-27T22:15:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 2
1539532,PERSAUD Aleka Kylela,Female,Athlete,GUY,Guyana,Guyana,['Swimming'],"[""Women's 100m Freestyle""]",24/02/2006,,,1918789,Bronze Medal,3,2/8/2024,YAN Langyu,,Trampoline Gymnastics,,,,,2024-07-27T21:30:00+02:00,2024-07-27T22:15:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 3
1539540,ALLERS-LIBURD Zahria,Female,Athlete,SKN,St Kitts and Nevis,St Kitts and Nevis,['Athletics'],"[""Women's 100m""]",6/3/2002,,,1904745,Gold Medal,1,2/8/2024,Bryony PAGE,,Trampoline Gymnastics,,,,,2024-07-27T21:30:00+02:00,2024-07-27T22:15:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 4
1539547,TRAORE Cheickna,Male,Athlete,CIV,C̫te d'Ivoire,C̫te d'Ivoire,['Athletics'],"[""Men's 200m""]",21/10/2000,,,1938437,Silver Medal,2,2/8/2024,Viyaleta BARDZILOUSKAYA,,Trampoline Gymnastics,,,,,2024-07-27T21:34:00+02:00,2024-07-27T21:44:00+02:00,,,,Paris La Defense Arena,Paris La Defense Arena
1539548,TIE Whitney,Female,Athlete,CIV,C̫te d'Ivoire,C̫te d'Ivoire,['Athletics'],"[""Women's 4 x 100m Relay""]",7/4/1999,,,1973102,Bronze Medal,3,2/8/2024,Sophiane METHOT,,Trampoline Gymnastics,,,,,2024-07-27T21:36:00+02:00,2024-07-27T21:47:00+02:00,,,,North Paris Arena,North Paris Arena
1539607,SIDHU Vijayveer,Male,Athlete,IND,India,India,['Shooting'],['25m Rapid Fire Pistol Men'],21/06/2002,,,1902147,Gold Medal,1,3/8/2024,LIM Sihyeon,,Archery,,,,,2024-07-27T21:44:00+02:00,2024-07-27T21:54:00+02:00,,,,Paris La Defense Arena,Paris La Defense Arena
1539611,TOMAR Aishwary Pratap Singh,Male,Athlete,IND,India,India,['Shooting'],['50m Rifle 3 Positions Men'],3/2/2001,,,1902148,Silver Medal,2,3/8/2024,NAM Suhyeon,,Archery,,,,,2024-07-27T21:52:00+02:00,2024-07-27T22:03:00+02:00,,,,North Paris Arena,North Paris Arena
1539615,NARUKA Anant Jeet Singh,Male,Athlete,IND,India,India,['Shooting'],"['Skeet Men', 'Skeet Mixed Team']",1/7/1998,,,1541265,Bronze Medal,3,3/8/2024,Lisa BARBELIN,,Archery,,,,,2024-07-27T21:55:00+02:00,2024-07-27T22:20:00+02:00,,,,Grand Palais,Grand Palais - Podium Piste
1539628,ANISH Anish,Male,Athlete,IND,India,India,['Shooting'],['25m Rapid Fire Pistol Men'],26/09/2002,,,1975874,Gold Medal,1,3/8/2024,Carlos Edriel YULO,,Artistic Gymnastics,,,,,2024-07-27T22:00:00+02:00,2024-07-27T23:00:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 1
1539636,BABUTA Arjun,Male,Athlete,IND,India,India,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",24/01/1999,,,1908195,Silver Medal,2,3/8/2024,Artem DOLGOPYAT,,Artistic Gymnastics,,,,,2024-07-27T22:00:00+02:00,2024-07-27T23:00:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 2
1539643,CHEEMA Arjun Singh,Male,Athlete,IND,India,India,['Shooting'],"['10m Air Pistol Men', '10m Air Pistol Mixed Team']",13/06/2001,,,1904741,Bronze Medal,3,3/8/2024,Jake JARMAN,,Artistic Gymnastics,,,,,2024-07-27T22:00:00+02:00,2024-07-27T23:00:00+02:00,,,,La Chapelle Arena,La Chapelle Arena Court 3
1539683,BOUSHITA Abderrahmane,Male,Athlete,MAR,Morocco,Morocco,['Judo'],['Men -66 kg'],5/9/1997,,,1539986,Gold Medal,1,3/8/2024,Rhys MC CLENAGHAN,,Artistic Gymnastics,,,,,2024-07-27T22:00:00+02:00,2024-07-27T22:50:00+02:00,,,,Eiffel Tower Stadium,Eiffel Tower Stadium - Centre Court
1539720,SINGH Sandee,Male,Athlete,IND,India,India,['Shooting'],"['10m Air Rifle Men', '10m Air Rifle Mixed Team']",20/01/1996,,,1931577,Silver Medal,2,3/8/2024,Nariman KURBANOV,,Artistic Gymnastics,,,,,2024-07-27T22:00:00+02:00,2024-07-27T22:30:00+02:00,,,,"Teahupo'o, Tahiti","Teahupo'o, Tahiti"
1539747,SAMRA Sift Kaur,Female,Athlete,IND,India,India,['Shooting'],['50m Rifle 3 Positions Women'],9/9/2001,,,1959865,Bronze Medal,3,3/8/2024,Stephen NEDOROSCIK,,Artistic Gymnastics,,,,,2024-07-27T22:08:00+02:00,2024-07-27T22:19:00+02:00,,,,North Paris Arena,North Paris Arena
1539752,SINGH Esha,Female,Athlete,IND,India,India,['Shooting'],['25m Pistol Women'],1/1/2005,,,1959861,Gold Medal,1,3/8/2024,Simone BILES,,Artistic Gymnastics,,,,,2024-07-27T22:15:00+02:00,2024-07-27T23:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 1
1539754,RAMITA Ramita,Female,Athlete,IND,India,India,['Shooting'],"['10m Air Rifle Women', '10m Air Rifle Mixed Team']",16/01/2004,,,1953634,Silver Medal,2,3/8/2024,Rebeca ANDRADE,,Artistic Gymnastics,,,,,2024-07-27T22:15:00+02:00,2024-07-27T23:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 2
1539757,KUMARI Rajeshwari,Female,Athlete,IND,India,India,['Shooting'],['Trap Women'],10/12/1991,,,1959819,Bronze Medal,3,3/8/2024,Jade CAREY,,Artistic Gymnastics,,,,,2024-07-27T22:15:00+02:00,2024-07-27T23:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 3
1539767,SANGWAN Rhythm,Female,Athlete,IND,India,India,['Shooting'],"['10m Air Pistol Women', '10m Air Pistol Mixed Team']",29/11/2003,,,ATHX4X400M--NED01,Gold Medal,1,3/8/2024,Netherlands,,Athletics,,,,,2024-07-27T22:15:00+02:00,2024-07-27T23:00:00+02:00,,,,South Paris Arena 4,South Paris Arena 4 Table 4
1539849,SEN Lakshya,Male,Athlete,IND,India,India,['Badminton'],"[""Men's Singles""]",16/08/2001,,,ATHX4X400M--USA01,Silver Medal,2,3/8/2024,United States,,Athletics,,,,,2024-07-27T22:24:00+02:00,2024-07-27T22:26:00+02:00,,,,Paris La Defense Arena,Paris La Defense Arena
1539886,di TELLA Pascual Maria,Male,Athlete,ARG,Argentina,Argentina,['Fencing'],"[""Men's Sabre Individual""]",16/09/1995,,,ATHX4X400M--GBR01,Bronze Medal,3,3/8/2024,Great Britain,,Athletics,,,,,2024-07-27T22:36:00+02:00,2024-07-27T23:06:00+02:00,,,,"Teahupo'o, Tahiti","Teahupo'o, Tahiti"
1539948,DARRAGH Rachael,Female,Athlete,IRL,Ireland,Ireland,['Badminton'],"[""Women's Singles""]",24/09/1997,,,1878353,Gold Medal,1,3/8/2024,Markus ROOTH,,Athletics,,,,,2024-07-27T23:00:00+02:00,2024-07-27T23:50:00+02:00,,,,Eiffel Tower Stadium,Eiffel Tower Stadium - Centre Court
1539950,McNULTY Harry,Male,Athlete,IRL,Ireland,Ireland,['Rugby Sevens'],['Men'],5/3/1993,,,1920180,Silver Medal,2,3/8/2024,Leo NEUGEBAUER,,Athletics,,,,,2024-07-27T23:12:00+02:00,2024-07-27T23:42:00+02:00,,,,"Teahupo'o, Tahiti","Teahupo'o, Tahiti"
1539951,MOLLEN Bryan,Male,Athlete,IRL,Ireland,Ireland,['Rugby Sevens'],['Men'],25/09/1995,,,1573388,Bronze Medal,3,3/8/2024,Lindon VICTOR,,Athletics,,,,,2024-07-27T23:48:00+02:00,2024-07-28T00:18:00+02:00,,,,"Teahupo'o, Tahiti","Teahupo'o, Tahiti"
